,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,TotalGoodSQ,TotalSQ,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_PreCast,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_Y,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD 
370,80,69.22459016393442,12700,0.9055113206130321,1.0,0.8813474756752515,0.3902550148728713,1.0,1964,1964,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6917926034843753,939.0,0.8369692009144983,0.0,307.0,1246.0,0.6433747371158498,1.0,1246,0,0,1246,1.0,0.0,1,0,3,1,0.4146595225774261,6,1.0,2,0.7046498809455012,1964.0,0.8540094627476195,2.0,441.0,0.7160470644230313,0.9004025767981475,1.0,0,69,0,0,0,0,0,11,2006,172000.0,3431.0,3738.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
371,70,75.0,13125,0.6963988357605972,1.0,0.8813474756752515,0.4873789157246148,0.7193835183124695,1940,1984,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6317708762411675,410.0,0.8369692009144983,0.0,390.0,800.0,0.6433747371158498,1.0,960,780,0,1740,0.0,0.0,1,1,3,1,0.4146595225774261,6,1.0,2,0.7046498809455012,1940.0,0.5868130055812731,1.0,240.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0,7,2007,219500.0,3890.0,4280.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
372,20,69.22459016393442,8638,0.9055113206130321,1.0,0.8813474756752515,0.32334632339372626,0.7193835183124695,1963,1963,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6917926034843753,181.0,0.8369692009144983,0.0,744.0,925.0,0.7414515730156677,1.0,925,0,0,925,1.0,0.0,1,0,2,1,0.4146595225774261,5,1.0,0,0.42838321266618695,1990.0,0.5868130055812731,2.0,484.0,0.7160470644230313,0.9004025767981475,1.0,203,74,0,0,0,0,0,10,2006,133500.0,2031.0,2775.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
373,80,76.0,9967,0.9055113206130321,1.0,0.8813474756752515,0.4873789157246148,1.0,2000,2000,0.0,0.3826065808352946,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,384.0,384.0,1.0,1.0,774,656,0,1430,0.0,0.0,2,1,3,1,0.4146595225774261,8,1.0,1,0.6181148317212746,2000.0,0.8540094627476195,2.0,400.0,0.7160470644230313,0.9004025767981475,1.0,100,0,0,0,0,0,0,12,2007,170000.0,2860.0,3244.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
374,70,60.0,9600,0.6963988357605972,1.0,0.8813474756752515,0.6503097213045543,0.957120763753679,1900,2003,0.0,0.616360344765164,0.7094738284682306,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,930.0,930.0,0.6433747371158498,1.0,930,636,0,1566,0.0,0.0,2,0,3,1,0.629054883117901,7,1.0,0,0.42838321266618695,1930.0,0.5868130055812731,1.0,288.0,0.7160470644230313,0.9004025767981475,1.0,54,228,246,0,0,0,0,4,2010,150000.0,3132.0,4062.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
375,20,69.22459016393442,12774,0.6963988357605972,1.0,0.9509309415733536,0.32334632339372626,1.0,1953,1953,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6317708762411675,624.0,0.7333239192649496,128.0,232.0,984.0,0.6433747371158498,1.0,950,0,0,950,0.0,0.0,1,0,2,1,0.4146595225774261,5,1.0,0,0.42838321266618695,1953.0,0.5868130055812731,2.0,400.0,0.7160470644230313,0.9004025767981475,1.0,0,32,0,0,0,0,0,7,2008,130000.0,2652.0,2884.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
376,80,70.0,8163,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,0.7193835183124695,1959,1959,128.0,0.3826065808352946,0.7094738284682306,0.42484263681731793,0.8216378421610232,0.7594051072641844,0.6917926034843753,748.0,0.7079033928302456,294.0,102.0,1144.0,0.6433747371158498,1.0,1144,0,0,1144,1.0,0.0,1,0,3,1,0.4146595225774261,6,1.0,1,0.6181148317212746,1959.0,0.8540094627476195,1.0,796.0,0.7160470644230313,0.9004025767981475,1.0,86,0,0,0,0,0,0,3,2006,143000.0,3330.0,3432.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
377,20,90.0,9900,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,1.0,1961,1961,0.0,0.3826065808352946,0.7094738284682306,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,1114.0,1114.0,0.6433747371158498,1.0,1114,0,0,1114,1.0,0.0,1,0,3,1,0.4146595225774261,5,1.0,0,0.42838321266618695,1961.0,0.8540094627476195,2.0,451.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,164,0,0,5,2008,140000.0,2228.0,3342.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,20,95.0,13651,0.9055113206130321,1.0,0.8813474756752515,0.4873789157246148,0.7193835183124695,1973,1973,1115.0,0.3826065808352946,0.7094738284682306,0.6146692362149611,0.8216378421610232,1.0,0.6917926034843753,1880.0,0.8369692009144983,0.0,343.0,2223.0,1.0,1.0,2223,0,0,2223,1.0,0.0,2,0,3,1,0.4146595225774261,8,1.0,2,0.7046498809455012,1973.0,1.0,2.0,516.0,0.7160470644230313,0.9004025767981475,1.0,300,0,0,0,0,0,0,2,2007,244000.0,6326.0,6669.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
379,75,60.0,7200,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,0.7501703825045857,1920,1996,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.529666093562771,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,530.0,530.0,0.6433747371158498,1.0,581,530,0,1111,0.0,0.0,1,0,3,1,0.30121161930267465,6,1.0,0,0.42838321266618695,1935.0,0.5868130055812731,1.0,288.0,0.7160470644230313,0.9004025767981475,0.553851524660112,0,0,144,0,0,0,0,3,2007,101000.0,2222.0,2752.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
380,20,65.0,9750,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,1.0,1958,1958,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,960.0,960.0,1.0,1.0,960,0,0,960,0.0,0.0,1,0,3,1,0.4146595225774261,5,1.0,0,0.42838321266618695,2002.0,0.5868130055812731,2.0,624.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,4500,7,2006,125000.0,1920.0,2880.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
381,60,73.0,11184,0.9055113206130321,1.0,0.8813474756752515,0.3902550148728713,1.0,1998,1998,0.0,0.3826065808352946,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,932.0,932.0,0.7414515730156677,1.0,932,701,0,1633,0.0,0.0,2,1,3,1,0.4146595225774261,7,1.0,1,0.6181148317212746,1998.0,1.0,2.0,460.0,0.7160470644230313,0.9004025767981475,1.0,0,39,0,0,0,0,0,4,2008,183000.0,3266.0,4198.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
382,75,92.0,5520,0.6963988357605972,1.0,0.8813474756752515,0.3902550148728713,0.7193835183124695,1912,1950,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,755.0,755.0,1.0,1.0,929,929,371,2229,0.0,0.0,1,0,5,1,0.4146595225774261,8,1.0,0,0.42838321266618695,0.0,0.44230899713945215,0.0,0.0,0.40330918478621186,0.5074179226895721,1.0,0,198,30,0,0,0,0,7,2009,104000.0,4087.0,5213.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
383,45,64.0,6390,0.6963988357605972,1.0,0.8813474756752515,0.3902550148728713,0.7501703825045857,1954,1954,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,936.0,936.0,0.6433747371158498,0.6527395624870053,984,0,0,984,1.0,0.0,1,0,2,1,0.4146595225774261,4,1.0,0,0.42838321266618695,1954.0,0.5868130055812731,1.0,280.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0,6,2008,112500.0,1968.0,2904.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
384,20,79.0,10240,0.6963988357605972,1.0,0.8813474756752515,0.3902550148728713,0.7193835183124695,1980,1980,157.0,0.3826065808352946,0.7094738284682306,0.6146692362149611,0.8216378421610232,0.6057699985889117,0.6317708762411675,625.0,0.7333239192649496,1061.0,0.0,1686.0,0.6433747371158498,1.0,1686,0,0,1686,1.0,0.0,2,0,3,1,0.4146595225774261,7,1.0,1,0.6181148317212746,1980.0,0.5868130055812731,2.0,612.0,0.7160470644230313,0.9004025767981475,1.0,384,131,0,0,0,0,0,5,2006,207500.0,5058.0,5058.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,20,78.0,9316,0.6963988357605972,1.0,0.8813474756752515,0.4873789157246148,1.0,2005,2005,140.0,0.616360344765164,0.7841157116243731,0.6146692362149611,0.8216378421610232,1.0,1.0,56.0,0.8369692009144983,0.0,1558.0,1614.0,1.0,1.0,1614,0,0,1614,0.0,0.0,2,0,3,1,0.629054883117901,7,1.0,1,0.7046498809455012,2005.0,1.0,2.0,576.0,0.7160470644230313,0.9004025767981475,1.0,100,45,0,0,0,0,0,3,2006,225000.0,3284.0,4842.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
386,20,60.0,7200,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,0.7530009983658427,1972,1972,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6317708762411675,437.0,0.8369692009144983,0.0,427.0,864.0,1.0,1.0,864,0,0,864,0.0,0.0,1,0,3,1,0.4146595225774261,5,1.0,0,0.42838321266618695,1977.0,0.5868130055812731,1.0,297.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0,3,2006,119900.0,2165.0,2592.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
387,20,108.0,12228,0.6963988357605972,1.0,0.8813474756752515,0.4873789157246148,1.0,2006,2006,206.0,0.616360344765164,0.7841157116243731,1.0,1.0,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,1721.0,1721.0,1.0,1.0,1740,0,0,1740,0.0,0.0,2,0,4,1,0.629054883117901,8,1.0,0,0.42838321266618695,2006.0,0.8540094627476195,3.0,874.0,0.7160470644230313,0.9004025767981475,1.0,0,43,0,0,0,0,0,9,2006,293000.0,3480.0,5201.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
388,20,78.0,10335,0.9055113206130321,1.0,0.8813474756752515,0.32334632339372626,0.7193835183124695,1968,1993,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6029673542511822,570.0,0.8369692009144983,0.0,891.0,1461.0,0.7414515730156677,1.0,1721,0,0,1721,0.0,0.0,2,1,3,1,0.4146595225774261,7,0.8394986400336905,1,0.6181148317212746,1968.0,0.8540094627476195,2.0,440.0,0.7160470644230313,0.9004025767981475,1.0,0,96,180,0,0,0,0,7,2006,180000.0,4012.0,4903.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,80,69.22459016393442,12328,0.9055113206130321,1.0,0.8813474756752515,0.3902550148728713,1.0,1976,1976,335.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.7594051072641844,1.0,539.0,0.8369692009144983,0.0,473.0,1012.0,0.6433747371158498,1.0,1034,0,0,1034,1.0,0.0,1,0,3,1,0.4146595225774261,6,1.0,0,0.42838321266618695,1976.0,0.5868130055812731,3.0,888.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0,5,2010,169900.0,2607.0,3080.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,90,68.0,8930,0.6963988357605972,1.0,0.8813474756752515,0.3902550148728713,1.0,1978,1978,0.0,0.3826065808352946,0.7841157116243731,0.32272901101307894,0.4748026916507283,0.41101462005194517,0.44756977387521835,0.0,0.49486588987153834,0.0,0.0,0.0,0.6433747371158498,1.0,1318,584,0,1902,0.0,0.0,2,0,4,2,0.4146595225774261,8,1.0,0,0.42838321266618695,1978.0,0.5868130055812731,2.0,539.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0,4,2010,112000.0,3804.0,3804.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
